gadget_id,gadget_name,identifier,labels
17,iphone 6  at&t  16gb  space gray,apple iphone6 att 16gb,
18,iphone 6  verizon  16gb  gold,apple iphone6 verizon 16gb,
19,iphone 6  verizon  16gb  space gray,apple iphone6 verizon 16gb,
20,iphone 6  tmobile  16gb  gold,apple iphone6 tmobile 16gb,
21,iphone 6  tmobile  16gb  space gray,apple iphone6 tmobile 16gb,
22,iphone 6  sprint  16gb  gold,apple iphone6 sprint 16gb,
23,iphone 6  sprint  16gb  space gray,apple iphone6 sprint 16gb,
26,iphone 6  at&t  128gb  gold,apple iphone6 att 128gb,
27,iphone 6  at&t  128gb  space gray,apple iphone6 att 128gb,
28,iphone 6  at&t  64gb  gold,apple iphone6 att 64gb,
29,iphone 6  at&t  64gb  space gray,apple iphone6 att 64gb,
30,iphone 6  verizon  128gb  gold,apple iphone6 verizon 128gb,
31,iphone 6  verizon  128gb  space gray,apple iphone6 verizon 128gb,
32,iphone 6  verizon  64gb  gold,apple iphone6 verizon 64gb,
33,iphone 6  verizon  64gb  space gray,apple iphone6 verizon 64gb,
34,iphone 6  tmobile  128gb  gold,apple iphone6 tmobile 128gb,
35,iphone 6  tmobile  128gb  space gray,apple iphone6 tmobile 128gb,
36,iphone 6  tmobile  64gb  gold,apple iphone6 tmobile 64gb,
37,iphone 6  tmobile  64gb  space gray,apple iphone6 tmobile 64gb,
38,iphone 6  sprint  128gb  gold,apple iphone6 sprint 128gb,
39,iphone 6  sprint  128gb  space gray,apple iphone6 sprint 128gb,
40,iphone 6  sprint  64gb  gold,apple iphone6 sprint 64gb,
41,iphone 6  sprint  64gb  space gray,apple iphone6 sprint 64gb,
46,iphone 6 plus  at&t  16gb  silver,apple iphone6 att 16gb,
47,iphone 6 plus  verizon  16gb  silver,apple iphone6 plus verizon 16gb,
48,iphone 6 plus  tmobile  16gb  silver,apple iphone6 plus tmobile 16gb,
49,iphone 6 plus  sprint  16gb  silver,apple iphone6 plus sprint 16gb,
51,iphone 6 plus  at&t  128gb  silver,apple iphone6 plus att 128gb,
52,iphone 6 plus  at&t  64gb  silver,apple iphone6 plus att 64gb,
53,iphone 6 plus  verizon  128gb  silver,apple iphone6 plus verizon 128gb,
54,iphone 6 plus  verizon  64gb  silver,apple iphone6 plus verizon 64gb,
55,iphone 6 plus  tmobile  128gb  silver,apple iphone6 plus tmobile 128gb,
56,iphone 6 plus  tmobile  64gb  silver,apple iphone6 plus tmobile 64gb,
57,iphone 6 plus  sprint  128gb  silver,apple iphone6 plus sprint 128gb,
58,iphone 6 plus  sprint  64gb  silver,apple iphone6 plus sprint 64gb,
61,iphone 6 plus  at&t  16gb  gold,apple iphone6 plus att 16gb,
62,iphone 6 plus  at&t  16gb  space gray,apple iphone6 plus att 16gb,
63,iphone 6 plus  verizon  16gb  gold,apple iphone6 plus verizon 16gb,
64,iphone 6 plus  verizon  16gb  space gray,apple iphone6 plus verizon 16gb,
65,iphone 6 plus  tmobile  16gb  gold,apple iphone6 plus tmobile 16gb,
66,iphone 6 plus  tmobile  16gb  space gray,apple iphone6 plus tmobile 16gb,
67,iphone 6 plus  sprint  16gb  gold,apple iphone6 plus sprint 16gb,
68,iphone 6 plus  sprint  16gb  space gray,apple iphone6 plus sprint 16gb,
71,iphone 6 plus  at&t  128gb  gold,apple iphone6 plus att 128gb,
72,iphone 6 plus  at&t  128gb  space gray,apple iphone6 plus att 128gb,
73,iphone 6 plus  at&t  64gb  gold,apple iphone6 plus att 64gb,
74,iphone 6 plus  at&t  64gb  space gray,apple iphone6 plus att 64gb,
75,iphone 6 plus  verizon  128gb  gold,apple iphone6 plus verizon 128gb,
76,iphone 6 plus  verizon  128gb  space gray,apple iphone6 plus verizon 128gb,
77,iphone 6 plus  verizon  64gb  gold,apple iphone6 plus verizon 64gb,
78,iphone 6 plus  verizon  64gb  space gray,apple iphone6 plus verizon 64gb,
79,iphone 6 plus  tmobile  128gb  gold,apple iphone6 plus tmobile 128gb,
80,iphone 6 plus  tmobile  128gb  space gray,apple iphone6 plus tmobile 128gb,
81,iphone 6 plus  tmobile  64gb  gold,apple iphone6 plus tmobile 64gb,
82,iphone 6 plus  tmobile  64gb  space gray,apple iphone6 plus tmobile 64gb,
83,iphone 6 plus  sprint  128gb  gold,apple iphone6 plus sprint 128gb,
84,iphone 6 plus  sprint  128gb  space gray,apple iphone6 plus sprint 128gb,
85,iphone 6 plus  sprint  64gb  gold,apple iphone6 plus sprint 64gb,
86,iphone 6 plus  sprint  64gb  space gray,apple iphone6 plus sprint 64gb,
91,iphone5  at&t  16gb  black,apple iphone5 att 16gb,
92,iphone5  verizon  16gb  black,apple iphone5 verizon 16gb,
94,iphone5  sprint  16gb  black,apple iphone5 sprint 16gb,
95,iphone5  unlocked  16gb  black,apple iphone5 unlocked 16gb,
96,iphone5  at&t  32gb  black,apple iphone5 att 32gb,
97,iphone5  verizon  32gb  black,apple iphone5 verizon 32gb,
99,iphone5  sprint  32gb  black,apple iphone5 sprint 32gb,
100,iphone5  unlocked  32gb  black,apple iphone5 unlocked 32gb,
101,iphone5  at&t  16gb  white,apple iphone5 att 16gb,
103,iphone5  verizon  16gb  white,apple iphone5 verizon 16gb,
107,iphone5  sprint  16gb  white,apple iphone5 sprint 16gb,
109,iphone5  unlocked  16gb  white,apple iphone5 unlocked 16gb,
111,iphone5  at&t  32gb  white,apple iphone5 att 32gb,
113,iphone5  verizon  32gb  white,apple iphone5 verizon 32gb,
117,iphone5  sprint  32gb  white,apple iphone5 sprint 32gb,
119,iphone5  unlocked  32gb  white,apple iphone5 unlocked 32gb,
624,iphone5  at&t  64gb  black,apple iphone5 att 64gb,
625,iphone5  verizon  64gb  black,apple iphone5 verizon 64gb,
627,iphone5  sprint  64gb  black,apple iphone5 sprint 64gb,
628,iphone5  unlocked  64gb  black,apple iphone5 unlocked 64gb,
629,iphone5  at&t  64gb  white,apple iphone5 att 64gb,
630,iphone5  verizon  64gb  white,apple iphone5 verizon 64gb,
632,iphone5  sprint  64gb  white,apple iphone5 sprint 64gb,
633,iphone5  unlocked  64gb  white,apple iphone5 unlocked 64gb,
121, iphone5c  at&t  8gb  blue,apple  iphone5c att 8gb,
122, iphone5c  verizon  8gb  blue,apple  iphone5c verizon 8gb,
126, iphone5c  at&t  8gb  yellow,apple  iphone5c att 8gb,
127, iphone5c  at&t  8gb  pink,apple  iphone5c att 8gb,
128, iphone5c  at&t  8gb  green,apple  iphone5c att 8gb,
129, iphone5c  at&t  8gb  white,apple  iphone5c att 8gb,
130, iphone5c  verizon  8gb  yellow,apple  iphone5c verizon 8gb,
131, iphone5c  verizon  8gb  pink,apple  iphone5c verizon 8gb,
132, iphone5c  verizon  8gb  green,apple  iphone5c verizon 8gb,
133, iphone5c  verizon  8gb  white,apple  iphone5c verizon 8gb,
559, iphone5c  at&t  16gb  blue,apple  iphone5c att 16gb,
560, iphone5c  verizon  16gb  blue,apple  iphone5c verizon 16gb,
561, iphone5c  tmobile  16gb  blue,apple  iphone5c tmobile 16gb,
562, iphone5c  sprint  16gb  blue,apple  iphone5c sprint 16gb,
563, iphone5c  unlocked  16gb  blue,apple  iphone5c unlocked 16gb,
564, iphone5c  at&t  16gb  yellow,apple  iphone5c att 16gb,
565, iphone5c  at&t  16gb  pink,apple  iphone5c att 16gb,
566, iphone5c  at&t  16gb  green,apple  iphone5c att 16gb,
567, iphone5c  at&t  16gb  white,apple iphone5 att 16gb,
568, iphone5c  verizon  16gb  yellow,apple  iphone5c verizon 16gb,
569, iphone5c  verizon  16gb  pink,apple  iphone5c verizon 16gb,
570, iphone5c  verizon  16gb  green,apple  iphone5c verizon 16gb,
571, iphone5c  verizon  16gb  white,apple  iphone5c verizon 16gb,
572, iphone5c  tmobile  16gb  yellow,apple  iphone5c tmobile 16gb,
573, iphone5c  tmobile  16gb  pink,apple  iphone5c tmobile 16gb,
574, iphone5c  tmobile  16gb  green,apple  iphone5c tmobile 16gb,
575, iphone5c  tmobile  16gb  white,apple  iphone5c tmobile 16gb,
576, iphone5c  sprint  16gb  yellow,apple  iphone5c sprint 16gb,
577, iphone5c  sprint  16gb  pink,apple  iphone5c sprint 16gb,
578, iphone5c  sprint  16gb  green,apple  iphone5c sprint 16gb,
579, iphone5c  sprint  16gb  white,apple  iphone5c sprint 16gb,
580, iphone5c  unlocked  16gb  yellow,apple  iphone5c unlocked 16gb,
581, iphone5c  unlocked  16gb  pink,apple  iphone5c unlocked 16gb,
582, iphone5c  unlocked  16gb  green,apple  iphone5c unlocked 16gb,
583, iphone5c  unlocked  16gb  white,apple  iphone5c unlocked 16gb,
584, iphone5c  at&t  32gb  blue,apple  iphone5c att 32gb,
585, iphone5c  verizon  32gb  blue,apple  iphone5c verizon 32gb,
586, iphone5c  tmobile  32gb  blue,apple  iphone5c tmobile 32gb,
587, iphone5c  sprint  32gb  blue,apple  iphone5c sprint 32gb,
588, iphone5c  unlocked  32gb  blue,apple  iphone5c unlocked 32gb,
589, iphone5c  at&t  32gb  yellow,apple  iphone5c att 32gb,
590, iphone5c  at&t  32gb  pink,apple  iphone5c att 32gb,
591, iphone5c  at&t  32gb  green,apple  iphone5c att 32gb,
592, iphone5c  at&t  32gb  white,apple  iphone5c att 32gb,
593, iphone5c  verizon  32gb  yellow,apple  iphone5c verizon 32gb,
594, iphone5c  verizon  32gb  pink,apple  iphone5c verizon 32gb,
595, iphone5c  verizon  32gb  green,apple  iphone5c verizon 32gb,
596, iphone5c  verizon  32gb  white,apple  iphone5c verizon 32gb,
597, iphone5c  tmobile  32gb  yellow,apple  iphone5c tmobile 32gb,
598, iphone5c  tmobile  32gb  pink,apple  iphone5c tmobile 32gb,
599, iphone5c  tmobile  32gb  green,apple  iphone5c tmobile 32gb,
600, iphone5c  tmobile  32gb  white,apple  iphone5c tmobile 32gb,
601, iphone5c  sprint  32gb  yellow,apple  iphone5c sprint 32gb,
602, iphone5c  sprint  32gb  pink,apple  iphone5c sprint 32gb,
603, iphone5c  sprint  32gb  green,apple  iphone5c sprint 32gb,
604, iphone5c  sprint  32gb  white,apple  iphone5c sprint 32gb,
605, iphone5c  unlocked  32gb  yellow,apple  iphone5c unlocked 32gb,
606, iphone5c  unlocked  32gb  pink,apple  iphone5c unlocked 32gb,
607, iphone5c  unlocked  32gb  green,apple  iphone5c unlocked 32gb,
608, iphone5c  unlocked  32gb  white,apple  iphone5c unlocked 32gb,
146,iphone5s  at&t  16gb  silver,apple iphone5s att 16gb,
147,iphone5s  verizon  16gb  silver,apple iphone5s verizon 16gb,
148,iphone5s  tmobile  16gb  silver,apple iphone5s tmobile 16gb,
149,iphone5s  sprint  16gb  silver,apple iphone5s sprint 16gb,
150,iphone5s  unlocked  16gb  silver,apple iphone5s unlocked 16gb,
151,iphone5s  at&t  32gb  silver,apple iphone5s att 32gb,
152,iphone5s  verizon  32gb  silver,apple iphone5s verizon 32gb,
153,iphone5s  tmobile  32gb  silver,apple iphone5s tmobile 32gb,
154,iphone5s  sprint  32gb  silver,apple iphone5s sprint 32gb,
155,iphone5s  unlocked  32gb  silver,apple iphone5s unlocked 32gb,
156,iphone5s  at&t  16gb  gold,apple iphone5s att 16gb,
157,iphone5s  at&t  16gb  space gray,apple iphone5s att 16gb,
158,iphone5s  verizon  16gb  gold,apple iphone5s verizon 16gb,
159,iphone5s  verizon  16gb  space gray,apple iphone5s verizon 16gb,
160,iphone5s  tmobile  16gb  gold,apple iphone5s tmobile 16gb,
161,iphone5s  tmobile  16gb  space gray,apple iphone5s tmobile 16gb,
162,iphone5s  sprint  16gb  gold,apple iphone5s sprint 16gb,
163,iphone5s  sprint  16gb  space gray,apple iphone5s sprint 16gb,
164,iphone5s  unlocked  16gb  gold,apple iphone5s unlocked 16gb,
165,iphone5s  unlocked  16gb  space gray,apple iphone5s unlocked 16gb,
166,iphone5s  at&t  32gb  gold,apple iphone5s att 32gb,
167,iphone5s  at&t  32gb  space gray,apple iphone5s att 32gb,
168,iphone5s  verizon  32gb  gold,apple iphone5s verizon 32gb,
169,iphone5s  verizon  32gb  space gray,apple iphone5s verizon 32gb,
170,iphone5s  tmobile  32gb  gold,apple iphone5s tmobile 32gb,
171,iphone5s  tmobile  32gb  space gray,apple iphone5s tmobile 32gb,
172,iphone5s  sprint  32gb  gold,apple iphone5s sprint 32gb,
173,iphone5s  sprint  32gb  space gray,apple iphone5s sprint 32gb,
174,iphone5s  unlocked  32gb  gold,apple iphone5s unlocked 32gb,
175,iphone5s  unlocked  32gb  space gray,apple iphone5s unlocked 32gb,
609,iphone5s  at&t  64gb  silver,apple iphone5s att 64gb,
610,iphone5s  verizon  64gb  silver,apple iphone5s verizon 64gb,
611,iphone5s  tmobile  64gb  silver,apple iphone5s tmobile 64gb,
612,iphone5s  sprint  64gb  silver,apple iphone5s sprint 64gb,
613,iphone5s  unlocked  64gb  silver,apple iphone5s unlocked 64gb,
614,iphone5s  at&t  64gb  gold,apple iphone5s att 64gb,
615,iphone5s  at&t  64gb  space gray,apple iphone5s att 64gb,
616,iphone5s  verizon  64gb  gold,apple iphone5s verizon 64gb,
617,iphone5s  verizon  64gb  space gray,apple iphone5s verizon 64gb,
618,iphone5s  tmobile  64gb  gold,apple iphone5s tmobile 64gb,
619,iphone5s  tmobile  64gb  space gray,apple iphone5s tmobile 64gb,
620,iphone5s  sprint  64gb  gold,apple iphone5s sprint 64gb,
621,iphone5s  sprint  64gb  space gray,apple iphone5s sprint 64gb,
622,iphone5s  unlocked  64gb  gold,apple iphone5s unlocked 64gb,
623,iphone5s  unlocked  64gb  space gray,apple iphone5s unlocked 64gb,
956,galaxys4  at&t  16gb,samsung galaxys4 att ,
957,galaxys4  at&t  32gb,samsung galaxys4 att ,
958,galaxys4  verizon  16gb,samsung galaxys4 verizon ,
959,galaxys4  verizon  32gb,samsung galaxys4 verizon ,
962,galaxys4  tmobile  16gb,samsung galaxys4 tmobile ,
963,galaxys4  tmobile  32gb,samsung galaxys4 tmobile ,
964,galaxys4  sprint  16gb,samsung galaxys4 sprint ,
965,galaxys4  sprint  32gb,samsung galaxys4 sprint ,
371,galaxy note4  at&t  32gb  white,samsung note4 att ,
372,galaxy note4  verizon  32gb  white,samsung note4 verizon ,
373,galaxy note4  tmobile  32gb  white,samsung note4 tmobile ,
374,galaxy note4  sprint  32gb  white,samsung note4 sprint ,
375,galaxy note4  unlocked  32gb  white,samsung note4 unlocked ,
376,galaxy note4  at&t  32gb  black,samsung note4 att ,
377,galaxy note4  verizon  32gb  black,samsung note4 verizon ,
378,galaxy note4  tmobile  32gb  black,samsung note4 tmobile ,
379,galaxy note4  sprint  32gb  black,samsung note4 sprint ,
380,galaxy note4  unlocked  32gb  black,samsung note4 unlocked ,
926,galaxys5  at&t  16gb,samsung galaxys5 att ,
927,galaxys5  at&t  32gb,samsung galaxys5 att ,
928,galaxys5  verizon  16gb,samsung galaxys5 verizon ,
929,galaxys5  verizon  32gb,samsung galaxys5 verizon ,
934,galaxys5  tmobile  16gb,samsung galaxys5 tmobile ,
935,galaxys5  tmobile  32gb,samsung galaxys5 tmobile ,
936,galaxys5  sprint  16gb,samsung galaxys5 sprint ,
937,galaxys5  sprint  32gb,samsung galaxys5 sprint ,
938,galaxys5  unlocked  16gb,samsung galaxys5 unlocked ,
939,galaxys5  unlocked  32gb,samsung galaxys5 unlocked ,
391,galaxys4 mini  at&t  16gb  black,samsung galaxys4 active att ,
392,galaxys4 mini  verizon  16gb  black,samsung galaxys4 mini verizon ,
394,galaxys4 mini  sprint  16gb  black,samsung galaxys4 mini sprint ,
819,ipad mini    wifi + celluar  16gb  space gray,apple ipad mini att 16gb,
820,ipad mini    wifi + celluar  32gb  space gray,apple ipad mini att 32gb,
821,ipad mini    wifi + celluar  64gb  space gray,apple ipad mini att 64gb,
823,ipad mini    wifi  16gb  space gray,apple ipad mini wifi 16gb,
824,ipad mini    wifi  32gb  space gray,apple ipad mini wifi 32gb,
825,ipad mini    wifi  64gb  space gray,apple ipad mini wifi 64gb,
433,ipadair tmobile  16gb  silver,apple ipadair att 16gb,
436,ipadair    wifi  16gb  silver,apple ipadair wifi 16gb,
437,ipadair tmobile  32gb  silver,apple ipadair att 32gb,
438,ipadair tmobile  64gb  silver,apple ipadair att 64gb,
439,ipadair tmobile  128gb  silver,apple ipadair att 128gb,
446,ipadair    wifi  32gb  silver,apple ipadair wifi 32gb,
447,ipadair    wifi  64gb  silver,apple ipadair wifi 64gb,
448,ipadair    wifi  128gb  silver,apple ipadair wifi 128gb,
792,ipadair tmobile  16gb  space gray,apple ipadair att 16gb,
793,ipadair tmobile  32gb  space gray,apple ipadair att 32gb,
794,ipadair tmobile  64gb  space gray,apple ipadair att 64gb,
795,ipadair tmobile  128gb  space gray,apple ipadair att 128gb,
796,ipadair    wifi  16gb  space gray,apple ipadair wifi 16gb,
797,ipadair    wifi  32gb  space gray,apple ipadair wifi 32gb,
798,ipadair    wifi  64gb  space gray,apple ipadair wifi 64gb,
799,ipadair    wifi  128gb  space gray,apple ipadair wifi 128gb,
449,ipad  wifi3g  16gb,apple ipad wifi 16gb,
450,ipad    wifi  16gb,apple ipad wifi 16gb,
451,ipad  wifi3g  32gb,apple ipad wifi 32gb,
452,ipad  wifi3g  64gb,apple ipad wifi 64gb,
453,ipad    wifi  32gb,apple ipad wifi 32gb,
454,ipad    wifi  64gb,apple ipad wifi 64gb,
455,ipad2     wifigsm  16gb  black,apple ipad2 att 16gb,
456,ipad2     wificdma  16gb  black,apple ipad2 verizon 16gb,
457,ipad2    wifi  16gb  black,apple ipad2 wifi 16gb,
458,ipad2     wifigsm  32gb  black,apple ipad2 att 32gb,
459,ipad2     wifigsm  64gb  black,apple ipad2 att 64gb,
460,ipad2     wificdma  32gb  black,apple ipad2 verizon 32gb,
461,ipad2     wificdma  64gb  black,apple ipad2 verizon 64gb,
462,ipad2    wifi  32gb  black,apple ipad2 wifi 32gb,
463,ipad2    wifi  64gb  black,apple ipad2 wifi 64gb,
800,ipad2     wifigsm  16gb  white,apple ipad2 att 16gb,
801,ipad2     wifigsm  32gb  white,apple ipad2 att 32gb,
802,ipad2     wifigsm  64gb  white,apple ipad2 att 64gb,
803,ipad2     wificdma  16gb  white,apple ipad2 verizon 16gb,
804,ipad2     wificdma  32gb  white,apple ipad2 verizon 32gb,
805,ipad2     wificdma  64gb  white,apple ipad2 verizon 64gb,
806,ipad2    wifi  16gb  white,apple ipad2 wifi 16gb,
807,ipad2    wifi  32gb  white,apple ipad2 wifi 32gb,
808,ipad2    wifi  64gb  white,apple ipad2 wifi 64gb,
473,ipad (4th generation) tmobile  16gb  black,apple ipad4 att 16gb,
476,ipad (4th generation)    wifi  16gb  black,apple ipad4 wifi 16gb,
477,ipad (4th generation) tmobile  32gb  black,apple ipad4 att 32gb,
478,ipad (4th generation) tmobile  64gb  black,apple ipad4 att 64gb,
483,ipad (4th generation)    wifi  32gb  black,apple ipad4 wifi 32gb,
484,ipad (4th generation)    wifi  64gb  black,apple ipad4 wifi 64gb,
809,ipad (4th generation) tmobile  16gb  white,apple ipad4 att 16gb,
810,ipad (4th generation) tmobile  32gb  white,apple ipad4 att 32gb,
811,ipad (4th generation) tmobile  64gb  white,apple ipad4 att 64gb,
812,ipad (4th generation)    wifi  16gb  white,apple ipad4 wifi 16gb,
813,ipad (4th generation)    wifi  32gb  white,apple ipad4 wifi 32gb,
814,ipad (4th generation)    wifi  64gb  white,apple ipad4 wifi 64gb,
690,iphone4s  at&t  16gb  white,apple iphone4s att 16gb,
691,iphone4s  at&t  32gb  white,apple iphone4s att 32gb,
692,iphone4s  at&t  64gb  white,apple iphone4s att 64gb,
694,iphone4s  sprint  16gb  white,apple iphone4s sprint 16gb,
695,iphone4s  sprint  32gb  white,apple iphone4s sprint 32gb,
696,iphone4s  sprint  64gb  white,apple iphone4s sprint 64gb,
698,iphone4s  verizon  16gb  white,apple iphone4s verizon 16gb,
699,iphone4s  verizon  32gb  white,apple iphone4s verizon 32gb,
700,iphone4s  verizon  64gb  white,apple iphone4s verizon 64gb,
702,iphone4s  unlocked  16gb  white,apple iphone4s unlocked 16gb,
703,iphone4s  unlocked  32gb  white,apple iphone4s unlocked 32gb,
704,iphone4s  unlocked  64gb  white,apple iphone4s unlocked 64gb,
706,iphone4s  at&t  16gb  black,apple iphone4s att 16gb,
707,iphone4s  at&t  32gb  black,apple iphone4s att 32gb,
708,iphone4s  at&t  64gb  black,apple iphone4s att 64gb,
710,iphone4s  sprint  16gb  black,apple iphone4s sprint 16gb,
711,iphone4s  sprint  32gb  black,apple iphone4s sprint 32gb,
712,iphone4s  sprint  64gb  black,apple iphone4s sprint 64gb,
714,iphone4s  verizon  16gb  black,apple iphone4s verizon 16gb,
715,iphone4s  verizon  32gb  black,apple iphone4s verizon 32gb,
716,iphone4s  verizon  64gb  black,apple iphone4s verizon 64gb,
718,iphone4s  unlocked  16gb  black,apple iphone4s unlocked 16gb,
719,iphone4s  unlocked  32gb  black,apple iphone4s unlocked 32gb,
720,iphone4s  unlocked  64gb  black,apple iphone4s unlocked 64gb,
670,iphone4  at&t  8gb  white,apple iphone4 att 8gb,
671,iphone4  at&t  16gb  white,apple iphone4 att 16gb,
672,iphone4  at&t  32gb  white,apple iphone4 att 32gb,
676,iphone4  unlocked  8gb  white,apple iphone4 unlocked 8gb,
677,iphone4  unlocked  16gb  white,apple iphone4 unlocked 16gb,
678,iphone4  unlocked  32gb  white,apple iphone4 unlocked 32gb,
679,iphone4  at&t  8gb  black,apple iphone4 att 8gb,
680,iphone4  at&t  16gb  black,apple iphone4 att 16gb,
681,iphone4  at&t  32gb  black,apple iphone4 att 32gb,
685,iphone4  unlocked  8gb  black,apple iphone4 unlocked 8gb,
686,iphone4  unlocked  16gb  black,apple iphone4 unlocked 16gb,
687,iphone4  unlocked  32gb  black,apple iphone4 unlocked 32gb,
722,ipadair2    wifi  16gb  gold,apple ipadair2 wifi 16gb,
723,ipadair2    wifi  64gb  gold,apple ipadair2 wifi 64gb,
724,ipadair2    wifi  128gb  gold,apple ipadair2 wifi 128gb,
725,ipadair2 tmobile  16gb  gold,apple ipadair2 att 16gb,
726,ipadair2 tmobile  64gb  gold,apple ipadair2 att 64gb,
727,ipadair2 tmobile  128gb  gold,apple ipadair2 att 128gb,
728,ipadair2    wifi  16gb  silver,apple ipadair2 wifi 16gb,
729,ipadair2    wifi  64gb  silver,apple ipadair2 wifi 64gb,
730,ipadair2    wifi  128gb  silver,apple ipadair2 wifi 128gb,
731,ipadair2 tmobile  16gb  silver,apple ipadair2 att 16gb,
732,ipadair2 tmobile  64gb  silver,apple ipadair2 att 64gb,
733,ipadair2 tmobile  128gb  silver,apple ipadair2 att 128gb,
734,ipadair2    wifi  16gb  space gray,apple ipadair2 wifi 16gb,
735,ipadair2    wifi  64gb  space gray,apple ipadair2 wifi 64gb,
736,ipadair2    wifi  128gb  space gray,apple ipadair2 wifi 128gb,
737,ipadair2 tmobile  16gb  space gray,apple ipadair2 att 16gb,
738,ipadair2 tmobile  64gb  space gray,apple ipadair2 att 64gb,
739,ipadair2 tmobile  128gb  space gray,apple ipadair2 att 128gb,
741,ipadmini2    wifi  16gb  silver,apple ipadmini2 wifi 16gb,
742,ipadmini2    wifi  32gb  silver,apple ipadmini2 wifi 32gb,
743,ipadmini2    wifi  64gb  silver,apple ipadmini2 wifi 64gb,
744,ipadmini2    wifi  128gb  silver,apple ipadmini2 wifi 128gb,
745,ipadmini2 tmobile  16gb  silver,apple ipadmini2 att 16gb,
746,ipadmini2 tmobile  32gb  silver,apple ipadmini2 att 32gb,
747,ipadmini2 tmobile  64gb  silver,apple ipadmini2 att 64gb,
748,ipadmini2 tmobile  128gb  silver,apple ipadmini2 att 128gb,
765,ipadmini2    wifi  16gb  space gray,apple ipadmini2 wifi 16gb,
766,ipadmini2    wifi  32gb  space gray,apple ipadmini2 wifi 32gb,
767,ipadmini2    wifi  64gb  space gray,apple ipadmini2 wifi 64gb,
768,ipadmini2    wifi  128gb  space gray,apple ipadmini2 wifi 128gb,
769,ipadmini2 tmobile  16gb  space gray,apple ipadmini2 att 16gb,
770,ipadmini2 tmobile  32gb  space gray,apple ipadmini2 att 32gb,
771,ipadmini2 tmobile  64gb  space gray,apple ipadmini2 att 64gb,
772,ipadmini2 tmobile  128gb  space gray,apple ipadmini2 att 128gb,
774,ipad mini 3    wifi  16gb  silver,apple ipad mini 3 wifi 16gb,
775,ipad mini 3    wifi  64gb  silver,apple ipad mini 3 wifi 64gb,
776,ipad mini 3    wifi  128gb  silver,apple ipad mini 3 wifi 128gb,
777,ipad mini 3 tmobile  16gb  silver,apple ipad mini 3 att 16gb,
778,ipad mini 3 tmobile  64gb  silver,apple ipad mini 3 att 64gb,
779,ipad mini 3 tmobile  128gb  silver,apple ipad mini 3 att 128gb,
780,ipad mini 3    wifi  16gb  gold,apple ipad mini 3 wifi 16gb,
781,ipad mini 3    wifi  64gb  gold,apple ipad mini 3 wifi 64gb,
782,ipad mini 3    wifi  128gb  gold,apple ipad mini 3 wifi 128gb,
783,ipad mini 3 tmobile  16gb  gold,apple ipad mini 3 att 16gb,
784,ipad mini 3 tmobile  64gb  gold,apple ipad mini 3 att 64gb,
785,ipad mini 3 tmobile  128gb  gold,apple ipad mini 3 att 128gb,
786,ipad mini 3    wifi  16gb  space gray,apple ipad mini 3 wifi 16gb,
787,ipad mini 3    wifi  64gb  space gray,apple ipad mini 3 wifi 64gb,
789,ipad mini 3 tmobile  16gb  space gray,apple ipad mini 3 att 16gb,
790,ipad mini 3 tmobile  64gb  space gray,apple ipad mini 3 att 64gb,
791,ipad mini 3 tmobile  128gb  space gray,apple ipad mini 3 att 128gb,
876,galaxy s6  at&t  32gb,samsung galaxys6 att 32gb,
877,galaxy s6  at&t  64gb,samsung galaxys6 att 64gb,
878,galaxy s6  at&t  128gb,samsung galaxys6 att 128gb,
879,galaxy s6  verizon  32gb,samsung galaxys6 verizon 32gb,
880,galaxy s6  verizon  64gb,samsung galaxys6 verizon 32gb,
881,galaxy s6  verizon  128gb,samsung galaxys6 verizon 128gb,
882,galaxy s6  u.s. cellular  32gb,samsung galaxys6 tmobile 32gb,
888,galaxy s6  tmobile  32gb,samsung galaxys6 tmobile 32gb,
889,galaxy s6  tmobile  64gb,samsung galaxys6 tmobile 64gb,
890,galaxy s6  tmobile  128gb,samsung galaxys6 tmobile 128gb,
891,galaxy s6  sprint  32gb,samsung galaxys6 sprint 32gb,
892,galaxy s6  sprint  64gb,samsung galaxys6 sprint 64gb,
893,galaxy s6  sprint  128gb,samsung galaxys6 sprint 128gb,
904,galaxy s6 edge  at&t  32gb,samsung galaxys6 edge att 32gb,
905,galaxy s6 edge  at&t  64gb,samsung galaxys6 edge att 64gb,
906,galaxy s6 edge  verizon  32gb,samsung galaxys6 verizon 32gb,
907,galaxy s6 edge  verizon  64gb,samsung galaxys6 verizon 32gb,
908,galaxy s6 edge  tmobile  32gb,samsung galaxys6 edge tmobile 32gb,
909,galaxy s6 edge  tmobile  64gb,samsung galaxys6 edge tmobile 64gb,
910,galaxy s6 edge  sprint  32gb,samsung galaxys6 edge sprint 32gb,
911,galaxy s6 edge  sprint  64gb,samsung galaxys6 edge sprint 64gb,
919,galaxy s6 active  at&t  32gb,samsung galaxys6 active att ,
1080,note3  at&t  16gb,samsung galaxy note3 att ,
1081,note3  at&t  32gb,samsung galaxy note3 att ,
1082,note3  at&t  64gb,samsung galaxy note3 att ,
1083,note3  verizon  16gb,samsung galaxy note3 verizon ,
1084,note3  verizon  32gb,samsung galaxy note3 verizon ,
1085,note3  verizon  64gb,samsung galaxy note3 verizon ,
1089,note3  tmobile  16gb,samsung galaxy note3 tmobile ,
1090,note3  tmobile  32gb,samsung galaxy note3 tmobile ,
